,age,marital,ever_defaulted,housing_loan,Personal_loan,y
12729,39,1,0,1,0,1
5595,36,1,0,1,1,0
8857,32,1,0,1,0,0
22347,60,1,0,1,0,0
29371,34,0,0,0,0,1
14962,31,1,0,0,1,0
5216,30,1,0,0,0,0
1433,41,0,0,1,0,0
30263,44,1,0,1,0,1
21497,26,1,0,1,0,0
28737,35,1,0,0,0,0
23962,25,0,0,0,0,1
9502,50,1,0,1,0,1
10341,26,1,0,0,0,1
5705,45,0,0,0,0,0
25030,28,0,0,1,0,0
1339,36,0,0,0,0,0
27903,18,0,0,1,0,1
12129,53,0,0,0,0,0
7955,28,1,0,0,0,0
12364,41,0,0,0,0,0
14299,40,1,0,0,1,0
24084,44,1,0,1,0,0
28617,32,0,0,1,1,0
10470,49,0,0,1,1,0
22411,31,0,0,1,0,1
29242,23,1,0,1,1,0
25554,30,1,0,1,0,0
12324,55,0,0,1,0,0
30179,20,0,0,1,0,0
3000,46,1,0,0,0,0
6291,26,0,0,1,0,0
16148,32,0,0,0,0,0
3298,59,0,0,0,0,0
25978,45,0,0,0,0,0
26795,36,1,0,0,0,0
30184,52,1,0,1,0,1
4985,28,0,0,0,0,0
7534,39,1,0,1,0,0
22784,26,0,0,0,0,0
12081,60,0,0,1,0,0
9299,41,0,0,0,0,0
23712,31,1,0,0,0,0
6556,43,1,0,1,0,0
21895,64,1,0,1,1,0
3580,53,0,0,1,0,0
20905,36,1,0,1,1,0
12325,28,0,0,1,0,0
4229,37,0,0,1,0,0
505,42,0,0,0,0,0
22859,51,0,0,0,0,0
24607,27,1,0,0,1,0
1889,36,1,0,0,0,0
25663,24,1,0,0,0,0
11928,39,0,0,1,1,0
2276,36,1,0,1,1,0
2980,29,1,0,0,0,0
5627,42,1,0,0,0,0
7456,24,1,0,0,0,0
8337,49,1,0,0,1,0
538,38,1,0,0,0,0
28409,34,1,0,0,0,1
12813,47,1,0,1,0,0
20533,39,1,0,1,0,0
15122,50,1,0,1,0,0
10735,28,1,0,1,0,1
13726,34,0,0,1,1,0
15148,29,0,0,1,0,1
22039,69,1,0,1,0,0
17971,30,1,0,1,0,0
10533,49,1,0,1,0,0
23179,50,0,0,1,0,0
19351,31,1,0,1,0,0
8643,29,1,0,0,1,0
24406,43,0,0,1,0,0
12621,50,1,0,1,0,0
9633,28,0,0,0,0,0
2647,28,1,0,0,0,0
23309,25,0,0,1,0,0
3132,43,0,0,0,0,0
2744,32,0,0,0,0,0
12487,35,1,0,1,1,0
4285,38,1,0,0,0,0
2805,36,1,0,0,0,0
20130,33,1,0,1,0,0
15139,56,1,0,0,0,1
19705,35,1,0,1,0,0
14608,32,1,0,1,1,0
2772,53,1,0,0,0,0
2617,29,1,0,1,0,0
13685,36,1,0,1,0,0
12136,26,1,0,1,0,0
10512,39,1,0,1,0,1
2518,31,1,0,0,0,0
25360,26,1,0,1,1,0
25358,33,1,0,0,0,0
12483,45,0,0,1,0,0
21052,41,1,0,1,1,0
9214,31,1,0,0,0,0
12766,25,0,0,0,0,0
12795,31,0,0,0,0,0
21126,36,1,0,1,0,0
4156,35,0,0,1,0,0
17854,32,0,0,1,0,0
4672,43,1,0,1,0,0
1598,45,1,0,1,1,1
22774,35,0,0,0,0,0
14699,54,1,0,1,0,1
31589,29,0,0,0,0,1
14655,34,1,0,1,0,0
19866,36,0,0,1,0,0
8686,31,1,0,1,0,0
17933,39,1,0,0,0,0
1710,31,1,0,0,0,1
20703,30,0,0,0,1,1
9509,32,1,0,0,1,0
21888,37,1,0,0,0,1
20709,28,0,0,1,0,0
30781,20,0,0,1,0,1
16162,42,1,0,1,0,0
17411,45,1,0,1,0,0
13848,32,0,0,0,0,0
25357,37,1,0,1,1,0
15320,31,0,0,1,0,0
8552,26,0,0,1,0,0
6067,33,1,0,1,1,0
30058,35,0,0,1,1,1
14525,35,0,0,1,1,0
12377,33,1,0,0,1,0
16769,60,1,0,1,0,0
13987,39,1,0,0,0,0
15341,35,0,0,0,1,0
14147,46,0,0,1,1,0
3382,47,0,0,1,0,0
31489,30,0,0,1,1,0
27076,58,1,0,1,0,0
14975,45,1,0,1,0,0
2649,55,1,0,0,0,0
14353,29,0,0,1,0,0
29482,62,1,0,1,0,0
23059,28,0,0,0,0,1
26679,35,1,0,1,0,0
16307,40,1,0,0,0,0
10933,59,1,0,1,0,0
5325,33,1,0,0,1,0
19852,34,1,0,1,0,0
12715,38,0,0,0,0,0
22732,29,0,0,1,0,0
9607,34,0,0,1,0,0
28791,39,1,0,0,0,0
23872,39,1,0,0,0,0
12492,39,1,0,0,0,1
11935,36,0,0,0,0,0
21112,47,1,0,1,0,0
15071,32,1,0,1,0,0
585,49,0,0,1,0,0
12568,33,0,0,0,0,0
17765,36,0,0,0,0,0
14421,34,1,0,1,0,0
17242,29,0,0,1,0,0
29363,62,0,0,1,0,0
29782,34,1,0,1,0,0
83,37,1,0,1,0,0
18780,31,0,0,0,0,0
5678,31,1,0,0,0,0
6206,37,0,0,1,0,0
8856,55,0,0,1,0,0
16434,37,0,0,1,0,0
22215,31,0,0,1,1,0
22197,42,1,0,0,0,0
4189,55,1,0,1,0,0
21990,31,0,0,0,0,0
10841,25,0,0,0,0,0
579,35,0,0,0,0,0
28669,53,1,0,1,1,1
8270,52,0,0,0,0,0
23718,29,1,0,0,0,0
18282,31,0,0,1,0,0
14129,48,1,0,1,0,0
26632,33,0,0,1,0,0
7502,28,1,0,0,0,0
26018,48,1,0,0,0,0
15094,33,0,0,0,0,0
28108,50,1,0,1,0,0
7302,50,1,0,0,0,0
3053,28,0,0,0,0,0
11699,40,0,0,0,0,0
24932,31,1,0,1,0,0
30658,41,0,0,0,0,0
2540,39,1,0,0,0,0
31230,34,1,0,1,0,0
18277,32,1,0,0,1,0
14990,30,0,0,0,1,0
12133,56,0,0,0,0,0
29133,37,1,0,1,0,1
26315,55,1,0,0,1,0
26056,32,1,0,0,0,0
10650,40,1,0,0,0,0
25609,23,0,0,0,0,0
705,44,1,0,1,0,0
26089,53,0,0,1,0,0
2876,42,1,0,0,0,0
13133,43,1,0,1,0,1
11636,26,0,0,0,0,0
30110,22,0,0,0,0,0
11860,50,0,0,0,0,1
3230,43,1,0,0,0,0
16429,37,0,0,0,0,0
18391,32,1,0,1,0,0
18915,31,0,0,0,0,0
3068,35,1,0,1,0,0
17184,38,0,0,1,0,0
9440,41,1,0,0,0,0
24378,35,1,0,1,0,0
25057,44,1,0,0,0,0
16966,35,1,0,1,0,0
6379,45,0,0,1,1,0
11868,37,0,0,0,1,0
18137,48,1,0,1,0,0
1113,49,1,0,0,0,0
30633,31,0,0,1,0,0
8676,31,1,0,0,0,0
30491,22,0,0,0,1,1
23341,45,1,0,1,0,0
22571,36,1,0,0,0,0
18957,48,1,0,1,0,0
1719,45,1,0,1,0,1
18886,42,1,0,0,0,0
28825,43,1,0,1,0,0
31011,47,1,0,0,0,1
20585,25,0,0,0,1,0
22635,33,1,0,1,0,0
5040,48,0,0,1,0,0
27205,27,0,0,1,0,0
20845,29,0,0,0,0,1
26950,30,0,0,0,0,1
6779,45,1,0,1,0,0
6293,48,1,0,1,0,0
29971,38,0,0,1,0,1
10575,25,1,0,0,0,0
15967,45,0,0,1,0,0
27186,27,0,0,0,0,0
12056,53,1,0,0,1,0
8574,46,1,0,0,0,0
880,55,1,0,1,0,0
21868,27,0,0,1,1,0
6211,53,0,0,0,0,0
11229,57,1,0,0,1,0
24614,43,0,0,0,1,0
1246,46,1,0,1,0,0
9350,33,1,0,0,0,0
5139,38,1,0,0,0,0
8255,57,0,0,1,1,0
5227,32,1,0,0,0,0
29720,70,1,0,1,0,0
25618,23,0,0,1,0,0
28398,47,0,0,1,0,1
25155,49,1,0,0,0,0
29980,27,0,0,1,0,1
9329,41,1,0,1,0,0
26004,24,0,0,1,0,0
28483,61,1,0,1,1,0
8561,29,1,0,0,0,0
22284,66,0,0,0,0,0
6494,26,1,0,1,0,0
26831,36,1,0,0,0,0
16553,31,1,0,0,0,0
7318,25,0,0,0,0,0
12365,33,1,0,1,0,0
17775,54,1,0,1,0,0
27591,35,0,0,1,0,1
29186,55,1,0,0,0,1
9320,42,1,0,0,0,0
22723,36,1,0,0,0,0
28286,31,1,0,0,0,0
644,51,1,0,0,0,0
18140,29,1,0,1,0,0
5422,43,1,0,1,0,0
18801,34,1,0,1,0,0
15308,34,1,0,1,0,0
12637,32,0,0,0,0,0
28601,36,1,0,0,0,0
14268,46,1,0,1,0,0
4241,29,1,0,1,0,0
5215,32,1,0,1,0,0
11897,42,1,0,1,1,0
14514,50,0,0,1,0,0
738,43,1,0,0,0,0
20418,24,0,0,0,0,0
15671,29,0,0,1,0,0
3113,31,1,0,1,0,0
173,51,1,0,0,0,0
22756,30,0,0,1,0,0
27679,47,1,0,1,0,0
4689,31,0,0,0,0,1
14812,31,1,0,0,0,0
8757,38,1,0,1,0,0
19752,49,1,0,0,0,0
23334,37,1,0,0,0,0
21406,40,0,0,1,0,0
2174,36,1,0,0,0,0
11701,50,1,0,1,0,0
8101,54,1,0,1,1,0
21184,39,1,0,1,0,0
14675,31,0,0,1,0,0
24059,37,0,0,0,0,0
10969,39,1,0,0,1,0
27115,21,0,0,1,0,1
22017,38,0,0,0,0,1
14958,32,0,0,1,1,0
9575,26,0,0,0,1,0
24540,26,0,0,1,0,0
6550,45,0,0,1,0,0
12163,24,0,0,0,0,0
2111,36,0,0,0,0,0
4209,31,1,0,1,0,0
22206,28,0,0,1,1,0
14410,31,1,0,0,0,0
7228,41,1,0,0,0,0
12469,24,0,0,1,1,0
28754,29,0,0,1,0,0
1503,48,1,0,1,0,0
4047,47,0,0,0,0,0
7743,58,1,0,0,0,0
31526,63,1,0,1,1,0
29018,28,0,0,0,0,0
14161,42,0,0,0,0,0
29180,30,0,0,1,0,0
4148,28,0,0,1,1,0
4847,36,1,0,1,0,0
10990,40,1,0,1,0,0
2715,24,1,0,1,0,0
20011,48,1,0,0,0,0
16801,43,0,0,0,0,0
4461,35,0,0,1,1,0
20930,44,1,0,1,0,0
12255,47,1,0,0,0,0
7353,45,1,0,0,0,0
18356,30,0,0,1,0,0
25322,29,0,0,1,0,1
1992,46,1,0,1,0,0
21496,40,1,0,0,0,1
13181,34,1,0,0,1,0
14775,44,1,0,0,0,0
28594,45,1,0,1,0,0
17579,33,0,0,1,0,0
8225,45,1,0,0,0,0
550,40,1,0,1,0,0
18918,45,1,0,0,0,0
4513,52,1,0,0,0,0
28565,71,1,0,0,0,0
28492,24,0,0,1,0,0
19034,30,0,0,0,0,0
5341,33,1,0,1,0,0
28294,43,1,0,1,1,0
8304,32,0,0,0,0,0
29995,27,0,0,0,0,1
10824,57,1,0,1,0,0
14222,41,1,0,0,0,0
9199,33,0,0,1,0,0
29957,27,0,0,1,1,0
31066,70,1,0,1,0,1
8085,36,1,0,0,0,0
11582,48,1,0,1,0,0
4093,44,1,0,0,0,0
6594,36,1,0,0,0,0
7500,37,1,0,0,0,0
16437,33,1,0,1,0,0
29907,46,1,0,0,0,0
13078,42,1,0,1,0,0
7293,52,0,0,1,0,0
1483,29,1,0,0,0,0
20907,41,1,0,1,0,0
10577,22,0,0,0,1,0
15162,43,1,0,1,0,0
323,52,1,0,0,0,0
7809,56,1,0,0,0,0
3353,43,0,0,1,0,0
13449,55,1,0,1,0,0
19906,57,1,0,0,0,0
11623,57,1,0,1,0,0
30394,61,1,0,0,0,1
30044,56,0,0,1,0,1
12284,39,1,0,1,0,0
31438,42,0,0,1,0,0
22153,81,1,0,0,0,0
12331,34,1,0,1,0,0
19409,38,1,0,0,0,0
28040,54,1,0,0,0,0
27418,26,0,0,1,0,0
341,43,1,0,1,1,0
25698,42,1,0,0,0,0
4469,44,0,0,0,0,0
17048,37,1,0,1,0,0
15723,39,1,0,1,1,0
4639,44,1,0,1,0,0
9091,32,0,0,1,0,0
26013,48,1,0,1,0,0
14836,36,0,0,0,0,0
27631,38,0,0,1,0,0
5343,35,0,0,0,0,0
833,49,1,0,1,0,0
2960,55,1,0,0,0,0
18590,46,0,0,1,0,0
4448,42,1,0,1,0,0
22125,35,1,0,0,0,0
4160,52,0,0,0,0,0
23139,34,1,0,0,0,0
30182,48,0,0,1,0,1
22450,53,1,0,1,0,0
1508,30,0,0,1,0,0
14190,34,0,0,0,0,0
11899,46,0,0,1,0,0
13357,29,0,0,1,1,0
18936,45,1,0,0,0,0
4819,38,0,0,1,1,0
16722,33,0,0,0,0,0
3938,52,1,0,0,0,0
4405,49,0,0,0,0,0
23477,32,1,0,1,0,0
7102,28,0,0,0,1,0
16812,44,0,0,1,0,1
31308,82,1,0,0,0,1
25174,42,1,0,1,0,0
1457,51,1,0,1,0,0
7936,46,1,0,0,0,0
29860,50,1,0,1,0,1
31095,33,1,0,1,0,1
10867,51,1,0,1,0,0
16744,53,1,0,0,0,0
4969,46,0,0,1,0,0
10690,27,1,0,0,1,0
26658,30,1,0,1,0,0
6000,51,1,0,0,0,0
16265,55,1,0,0,0,1
2142,37,1,0,0,0,0
4347,44,0,0,1,0,0
28093,31,0,0,0,0,1
23081,33,1,0,1,0,0
12865,54,1,0,1,0,0
25088,29,1,0,0,0,1
29361,56,1,0,1,0,0
6528,36,0,0,1,0,0
2874,34,1,0,0,0,0
26075,37,1,0,0,0,0
8121,28,0,0,1,0,0
4949,43,1,0,0,0,0
16621,31,1,0,1,0,0
3592,31,0,0,0,0,0
14311,33,0,0,1,0,0
5425,46,1,0,0,0,0
8866,33,0,0,1,1,0
6214,33,1,0,0,0,0
22344,30,0,0,1,0,0
2280,44,0,0,1,0,0
3027,35,1,0,0,0,0
2638,28,0,0,0,0,0
30001,41,0,0,0,0,1
2973,56,1,0,0,0,0
12348,47,1,0,1,0,0
6,25,0,0,1,0,0
21694,33,0,0,1,0,0
9561,28,0,0,0,1,0
7665,32,1,0,1,0,0
6814,52,1,0,1,0,0
15058,48,1,0,1,0,0
8528,43,1,0,1,1,0
14911,31,0,0,1,0,0
26345,57,0,0,1,0,0
6531,48,1,0,0,0,0
5803,46,1,0,1,0,0
8023,54,1,0,1,0,0
16605,30,0,0,1,0,1
1994,36,1,0,0,0,1
2683,34,1,0,0,0,0
23520,36,0,0,0,1,0
22836,46,1,0,1,0,0
11753,42,1,0,1,0,0
16118,47,1,0,1,0,0
22775,30,0,0,0,0,0
26720,38,1,0,1,1,0
25702,37,0,0,1,0,0
24409,39,1,0,1,0,0
29050,60,1,0,1,0,0
6072,26,0,0,0,0,0
8969,33,0,0,1,0,0
16144,51,1,0,0,0,0
12724,38,0,0,1,1,0
14747,34,0,0,1,0,0
8617,27,0,0,1,0,0
26530,55,1,0,0,0,0
22563,42,1,0,0,0,0
3105,35,1,0,0,1,0
14538,34,1,0,1,0,0
7539,33,0,0,0,0,0
22143,51,1,0,1,1,1
28577,45,1,0,1,0,0
5133,37,1,0,1,1,0
28025,51,1,0,1,1,1
46,44,0,0,1,0,0
22782,36,1,0,1,0,0
31184,58,1,0,1,0,0
17802,47,1,0,0,0,0
29403,33,1,0,1,0,1
2346,39,1,0,0,0,0
1138,30,0,0,1,0,0
28493,24,0,0,1,1,0
5201,46,1,0,0,0,0
5466,58,1,0,0,0,0
31049,58,1,0,1,0,1
15026,52,1,0,1,0,0
11488,23,0,0,1,0,0
14503,49,1,0,1,1,0
16421,36,1,0,1,0,0
21813,38,1,0,1,0,0
18368,38,1,0,1,0,0
21620,48,0,0,1,1,0
13555,51,0,0,1,0,0
5610,32,0,0,0,1,0
18417,30,0,0,0,0,0
28582,33,1,0,0,0,1
26366,52,0,0,1,0,0
8952,25,0,0,0,0,0
24825,42,0,0,1,0,0
2527,36,1,0,0,0,0
3047,55,1,0,1,1,0
4569,44,0,0,1,0,0
29546,31,1,0,0,0,0
8161,37,1,0,1,0,0
4186,41,0,0,0,0,0
3378,33,1,0,1,0,0
23685,39,0,0,1,0,0
11681,28,0,0,0,0,0
19487,29,0,0,0,0,1
21160,29,1,0,0,1,0
21340,36,1,0,1,0,0
27847,42,1,0,0,1,0
7898,48,1,0,1,1,0
3964,31,0,0,0,0,0
18779,53,1,0,1,0,0
12702,28,1,0,0,1,0
878,20,0,0,0,0,0
14709,33,0,0,1,0,0
10899,33,0,0,0,1,0
21110,19,0,0,1,0,1
27975,35,0,0,1,0,0
7682,43,1,0,0,0,0
29808,30,1,0,1,1,0
13120,44,1,0,1,0,1
3694,50,1,0,1,0,0
19862,48,1,0,1,1,0
14323,46,1,0,0,1,1
29713,18,0,0,1,0,0
19327,29,0,0,1,1,0
9801,37,1,0,1,0,0
31665,31,0,0,1,0,1
8835,27,0,0,0,0,0
14426,50,1,0,1,0,0
17115,58,1,0,1,0,0
2393,28,1,0,0,0,0
26988,61,1,0,0,0,0
25814,32,1,0,1,0,0
18938,38,1,0,1,0,0
8010,34,0,0,1,0,0
21992,30,0,0,1,0,0
17244,35,1,0,0,0,1
19854,46,1,0,0,0,0
6803,40,1,0,1,0,0
485,31,1,0,1,0,0
25837,55,1,0,0,1,0
7472,40,1,0,1,1,0
3806,33,1,0,0,0,0
1972,49,1,0,0,0,0
200,56,1,0,0,0,0
9381,41,1,0,1,1,0
29837,36,1,0,0,0,1
5332,42,1,0,0,1,0
22815,36,1,0,1,1,0
8505,34,1,0,1,0,0
5535,30,1,0,0,1,0
11742,54,1,0,1,0,0
5572,29,1,0,0,0,0
20041,28,0,0,1,0,1
3643,42,1,0,0,0,0
5018,46,1,0,0,0,0
16595,34,0,0,1,0,0
10182,30,0,0,1,0,0
9334,32,0,0,1,0,0
14438,30,0,0,1,0,0
8713,31,0,0,0,0,0
27590,22,0,0,1,0,0
20911,27,0,0,0,0,0
979,33,1,0,1,1,0
14731,30,0,0,0,0,0
29475,66,1,0,1,1,1
21418,36,1,0,0,1,0
3842,51,0,0,0,0,0
1804,48,1,0,0,0,0
21916,34,0,0,1,0,1
11449,39,0,0,0,1,0
8871,36,0,0,1,1,0
13484,45,1,0,1,1,1
12384,51,1,0,1,0,0
4991,38,1,0,1,0,0
21931,33,0,0,1,0,0
4237,35,1,0,1,0,0
16816,59,1,0,0,0,0
397,34,1,0,0,0,0
9233,28,0,0,1,0,0
14044,32,1,0,0,0,0
5953,34,0,0,0,0,0
17979,43,1,0,1,0,0
1575,54,1,0,0,0,0
17269,40,1,0,0,1,0
24177,34,1,0,1,0,0
5186,26,0,0,1,0,0
16573,44,1,0,0,0,0
13764,35,1,0,1,0,0
26570,36,1,0,1,0,0
8476,40,1,0,1,0,0
31396,30,0,0,1,0,0
18903,57,1,0,0,0,0
28413,29,0,0,1,0,0
23117,32,0,0,1,0,0
15199,30,1,0,1,1,0
17731,35,1,0,0,0,0
17203,32,1,0,1,0,0
16319,30,0,0,0,0,0
4756,49,1,0,0,0,0
28392,63,1,0,0,0,0
14202,31,0,0,0,0,0
17574,52,0,0,1,0,0
92,51,1,0,1,0,0
27673,56,1,0,0,0,0
8237,41,1,0,1,0,0
15575,51,1,0,1,0,0
16302,37,0,0,1,0,0
10884,31,1,0,1,0,0
13468,39,0,0,0,1,0
927,29,1,0,0,0,0
30480,39,1,0,1,0,1
5665,35,0,0,0,0,1
22219,37,1,0,1,0,1
5762,36,1,0,0,0,0
2325,46,1,0,0,0,0
21324,38,1,0,0,0,0
25757,35,0,0,1,0,0
22536,32,0,0,1,0,0
11478,27,0,0,1,0,0
18486,30,1,0,0,0,0
29103,31,0,0,1,0,1
26138,25,1,0,0,0,0
1190,53,1,0,0,0,0
18468,31,1,0,0,0,0
5553,36,0,0,0,0,0
563,30,0,0,0,0,0
11029,50,1,0,0,0,0
26738,48,1,0,0,0,0
31264,80,0,0,1,0,0
21707,24,0,0,1,0,1
22754,30,0,0,0,1,0
25942,39,0,0,0,0,0
23494,43,1,0,1,0,0
31502,71,1,0,1,0,0
20168,26,0,0,0,0,0
24342,30,0,0,0,0,0
23050,33,1,0,0,0,0
351,41,1,0,0,0,0
7267,28,1,0,1,0,0
20868,42,1,0,1,1,0
16746,40,0,0,1,0,0
9998,27,1,0,0,0,1
447,36,1,0,1,0,0
8393,29,0,0,1,0,0
29795,31,1,0,1,0,0
3662,39,1,0,1,0,0
21654,71,1,0,0,0,1
14192,30,0,0,0,0,0
5337,51,1,0,0,1,0
26356,25,0,0,1,0,0
25222,39,0,0,1,0,0
27684,38,1,0,0,1,0
14003,33,1,0,1,0,0
4121,28,0,0,1,0,0
12918,44,0,0,0,0,0
28336,61,1,0,0,0,0
6965,44,0,0,0,0,0
29589,65,1,0,0,1,0
31177,22,0,0,0,0,1
12214,42,0,0,1,1,0
10509,37,1,0,1,0,0
15272,54,1,0,0,0,0
31626,23,0,0,0,0,0
26580,45,1,0,0,0,0
29519,40,0,0,0,0,0
23168,48,1,0,0,0,0
29338,30,0,0,1,0,1
5771,27,0,0,0,0,0
11031,44,1,0,1,0,0
10424,29,0,0,0,1,1
4404,31,1,0,0,0,0
15137,57,1,0,1,0,0
1087,35,1,0,1,1,1
3946,27,0,0,1,0,0
25457,48,1,0,0,0,0
18644,30,1,0,0,0,0
10153,36,1,0,0,0,0
30420,29,0,0,0,0,0
8013,27,0,0,1,0,0
14177,41,1,0,1,0,0
12220,39,1,0,1,0,0
9520,40,0,0,1,0,0
27381,45,0,0,1,0,1
24057,32,1,0,1,0,0
16067,50,1,0,1,1,0
31475,27,0,0,1,0,0
1053,37,1,0,1,0,0
30894,48,1,0,1,0,1
14760,33,0,0,0,1,0
29348,71,1,0,1,1,1
28807,53,1,0,0,0,0
16490,41,0,0,1,0,0
26974,24,0,0,1,0,0
5838,31,0,0,0,0,0
30898,57,1,0,0,1,1
25751,27,1,0,1,0,0
27304,29,0,0,1,0,0
29790,32,0,0,1,0,0
16089,41,0,0,1,0,0
3349,29,1,0,0,0,0
21877,38,0,0,1,1,0
99,38,1,0,1,1,0
10768,25,0,0,1,1,0
28034,76,1,0,0,0,1
1676,58,1,0,1,0,0
16424,31,1,0,0,0,0
29225,40,1,0,1,1,0
9397,30,0,0,1,0,0
22401,39,1,0,0,0,0
31247,26,0,0,1,0,0
2848,43,1,0,0,0,0
20974,38,1,0,1,0,0
24797,35,0,0,0,0,0
3189,46,0,0,1,0,0
29953,52,1,0,1,0,0
14200,39,0,0,1,0,0
626,37,1,0,0,0,0
15964,54,1,0,1,1,0
29141,35,1,0,1,0,0
7277,36,1,0,0,0,0
4449,39,1,0,1,0,0
4900,25,1,0,0,0,0
5697,50,1,0,0,0,0
26756,33,1,0,1,1,0
8377,43,1,0,1,0,0
20206,35,1,0,1,0,1
2041,33,1,0,1,0,0
12735,44,1,0,1,0,0
4903,25,1,0,0,0,0
10351,29,0,0,0,0,0
24711,37,0,0,0,0,0
29959,66,1,0,0,0,0
27830,45,1,0,0,0,0
3834,51,0,0,1,0,0
8892,44,1,0,1,0,0
16894,47,0,0,0,0,0
21270,42,1,0,1,1,0
23362,30,0,0,0,0,0
29785,43,1,0,1,0,1
4168,48,0,0,1,0,0
11265,25,0,0,0,1,0
31206,59,1,0,1,0,0
2952,26,1,0,1,1,0
4273,39,1,0,1,0,0
29048,39,0,0,1,0,0
7499,47,1,0,0,0,0
21027,29,0,0,1,1,0
11994,47,1,0,1,0,0
27409,35,1,0,1,0,1
25659,54,1,0,0,0,0
17990,35,0,0,0,0,1
23766,33,0,0,1,0,0
20495,59,1,0,1,0,0
15550,44,1,0,1,1,0
13958,55,1,0,0,0,0
29928,53,1,0,0,0,0
27501,32,0,0,1,0,0
16008,50,1,0,0,0,0
19588,46,1,0,1,0,0
14703,53,0,0,0,0,0
30290,40,1,0,1,0,1
14405,31,0,0,1,0,0
27406,30,1,0,1,0,1
10689,46,1,0,1,0,0
20739,41,1,0,1,1,0
24047,27,0,0,1,0,0
19135,31,0,0,0,0,0
30077,37,0,0,0,0,0
29137,71,1,0,1,0,1
18720,31,1,0,1,0,0
18254,35,1,0,1,1,0
8931,45,1,0,1,1,0
17161,30,0,0,0,0,0
15555,33,1,0,1,0,1
12524,31,0,0,1,0,0
14587,29,0,0,1,0,0
27528,27,0,0,1,0,1
15191,37,1,0,1,0,0
17906,48,1,0,0,0,0
3045,42,0,0,1,1,1
19144,41,1,0,0,0,0
27840,30,0,0,1,0,0
14936,30,1,0,1,0,0
8316,47,1,0,1,0,0
17760,48,0,0,1,1,0
29580,26,0,0,1,0,1
15860,57,1,0,1,0,0
3100,30,0,0,0,0,1
15569,34,1,0,1,0,0
28879,35,1,0,1,0,1
12068,53,0,0,0,0,0
8867,44,1,0,0,0,0
17112,39,1,0,0,0,0
2084,34,0,0,1,0,0
17566,38,1,0,0,0,0
11325,29,0,0,0,0,0
10879,37,1,0,1,0,0
7063,39,1,0,1,0,0
11898,44,0,0,1,1,1
13459,41,1,0,1,0,0
10958,32,1,0,1,0,0
22186,49,1,0,0,0,0
5121,28,1,0,0,1,0
22262,56,1,0,0,1,0
17604,41,1,0,1,0,0
19646,55,1,0,0,0,0
27400,22,0,0,1,1,0
26208,32,0,0,1,1,0
19290,31,0,0,1,0,0
29317,37,0,0,1,1,0
6868,52,1,0,0,0,0
31217,22,0,0,1,0,1
26711,18,0,0,0,0,1
29490,29,0,0,0,0,1
9427,38,0,0,1,0,0
12292,33,1,0,1,1,0
19329,39,1,0,1,0,0
344,34,0,0,1,1,0
25972,47,1,0,1,0,0
30639,34,1,0,1,0,0
963,44,0,0,0,1,0
17057,42,1,0,1,0,0
22919,31,0,0,1,0,0
2323,29,0,0,1,0,1
21182,35,1,0,1,0,0
8510,38,0,0,1,0,0
2009,43,1,0,1,0,0
6011,36,1,0,1,0,0
26544,43,1,0,0,0,0
6234,29,1,0,0,0,0
15937,55,1,0,1,0,0
25097,48,1,0,1,1,0
7563,37,0,0,0,0,0
31562,44,1,0,0,0,0
28609,38,1,0,1,0,0
23691,37,1,0,1,0,0
23656,32,0,0,0,1,0
11287,38,0,0,0,0,0
1045,39,1,0,0,0,0
464,31,0,0,1,1,0
1131,50,0,0,0,0,0
5863,41,0,0,1,0,0
9242,28,0,0,1,0,0
27654,44,0,0,0,0,0
24270,57,1,0,1,0,0
10244,41,0,0,1,0,0
13972,34,0,0,1,0,0
9251,47,1,0,0,0,0
8511,38,0,0,1,0,0
28405,37,1,0,0,1,0
28469,28,0,0,1,0,0
20503,55,1,0,1,1,0
1215,39,1,0,1,0,0
20699,34,0,0,0,0,0
26065,30,0,0,0,0,1
27004,30,0,0,1,0,0
17466,34,1,0,0,0,0
3256,52,0,0,0,0,0
8223,41,1,0,1,0,0
30928,35,1,0,1,0,1
18021,37,1,0,0,0,0
28606,29,0,0,1,1,0
30755,30,0,0,1,0,1
13633,36,1,0,0,0,0
25320,36,0,0,0,1,0
30750,29,0,0,1,0,0
8196,30,0,0,0,0,0
28611,33,1,0,1,0,0
664,52,0,0,1,0,0
27419,34,1,0,0,0,0
7964,42,0,0,1,0,0
27885,26,0,0,0,1,0
2533,43,1,0,0,0,0
8544,33,1,0,0,0,0
14983,38,0,0,1,1,0
25087,35,1,0,1,0,0
25113,40,0,0,0,1,0
11146,30,1,0,0,1,0
16240,47,0,0,1,0,0
9407,28,1,0,0,0,0
18524,46,0,0,1,0,0
14613,31,1,0,0,0,0
26509,21,0,0,0,0,0
18921,31,0,0,0,0,0
30024,58,1,0,0,0,0
11904,36,1,0,0,0,0
26994,40,0,0,0,0,0
2404,28,0,0,0,0,0
27293,36,1,0,0,0,0
17491,33,1,0,1,0,0
28019,33,1,0,0,0,0
1448,47,0,0,0,0,0
3639,30,1,0,0,0,0
8618,27,0,0,0,0,0
29690,32,1,0,1,0,0
26348,36,0,0,1,0,0
17224,33,0,0,1,0,0
28881,36,1,0,1,0,0
10290,29,1,0,1,0,0
12369,32,1,0,0,0,1
1450,33,1,0,1,1,0
23366,33,0,0,1,0,0
2718,38,0,0,0,0,0
